,image_id,text,word_idx
22603,c02/c02-059/c02-059-05-03.png,at,22603
22604,c02/c02-059/c02-059-05-04.png,the,22604
22605,c02/c02-059/c02-059-05-05.png,awards,22605
22606,c02/c02-059/c02-059-05-06.png,was,22606
22608,c02/c02-059/c02-059-06-00.png,enthusiastic,22608
22609,c02/c02-059/c02-059-06-01.png,when,22609
22611,c02/c02-059/c02-059-06-03.png,Miss,22611
22612,c02/c02-059/c02-059-06-04.png,Anna,22612
22613,c02/c02-059/c02-059-06-05.png,Kerima,22613
22614,c02/c02-059/c02-059-06-06.png,was,22614
22615,c02/c02-059/c02-059-06-07.png,selected,22615
22616,c02/c02-059/c02-059-07-00.png,as,22616
22617,c02/c02-059/c02-059-07-01.png,best,22617
22619,c02/c02-059/c02-059-07-03.png,for,22619
22620,c02/c02-059/c02-059-07-04.png,her,22620
22622,c02/c02-059/c02-059-07-06.png,in,22622
22624,c02/c02-059/c02-059-07-08.png,Godard,22624
22625,c02/c02-059/c02-059-08-00.png,film,22625
22626,c02/c02-059/c02-059-08-02.png,Gifted,22626
22628,c02/c02-059/c02-059-08-04.png,an,22628
22630,c02/c02-059/c02-059-08-06.png,face,22630
22631,c02/c02-059/c02-059-08-07.png,",",22631
22632,c02/c02-059/c02-059-08-08.png,although,22632
22633,c02/c02-059/c02-059-08-09.png,little,22633
22634,c02/c02-059/c02-059-09-00.png,acting,22634
22635,c02/c02-059/c02-059-09-01.png,ability,22635
22636,c02/c02-059/c02-059-09-02.png,",",22636
22638,c02/c02-059/c02-059-09-04.png,would,22638
22639,c02/c02-059/c02-059-09-05.png,seem,22639
22640,c02/c02-059/c02-059-09-06.png,to,22640
22641,c02/c02-059/c02-059-09-07.png,be,22641
22642,c02/c02-059/c02-059-09-08.png,well,22642
22643,c02/c02-059/c02-059-10-00.png,worth,22643
22644,c02/c02-059/c02-059-10-01.png,watching,22644
22645,c02/c02-059/c02-059-10-02.png,in,22645
22646,c02/c02-059/c02-059-10-03.png,the,22646
22647,c02/c02-059/c02-059-10-04.png,months,22647
22648,c02/c02-059/c02-059-10-05.png,to,22648
22650,c02/c02-078/c02-078-00-00.png,It,22650
22651,c02/c02-078/c02-078-00-01.png,has,22651
22652,c02/c02-078/c02-078-00-02.png,a,22652
22653,c02/c02-078/c02-078-00-03.png,great,22653
22655,c02/c02-078/c02-078-00-05.png,of,22655
22656,c02/c02-078/c02-078-00-06.png,speed,22656
22657,c02/c02-078/c02-078-00-07.png,and,22657
22658,c02/c02-078/c02-078-00-08.png,technical,22658
22659,c02/c02-078/c02-078-00-09.png,fun,22659
22660,c02/c02-078/c02-078-01-00.png,about,22660
22662,c02/c02-078/c02-078-01-02.png,",",22662
22663,c02/c02-078/c02-078-01-03.png,of,22663
22664,c02/c02-078/c02-078-01-04.png,enormous,22664
22665,c02/c02-078/c02-078-01-05.png,cinematic,22665
22666,c02/c02-078/c02-078-01-06.png,enjoyment,22666
22668,c02/c02-078/c02-078-01-08.png,and,22668
22669,c02/c02-078/c02-078-02-00.png,above,22669
22670,c02/c02-078/c02-078-02-01.png,all,22670
22671,c02/c02-078/c02-078-02-02.png,of,22671
22672,c02/c02-078/c02-078-02-03.png,cinematic,22672
22673,c02/c02-078/c02-078-02-04.png,sense,22673
22674,c02/c02-078/c02-078-02-06.png,Much,22674
22675,c02/c02-078/c02-078-02-07.png,of,22675
22676,c02/c02-078/c02-078-02-08.png,it,22676
22677,c02/c02-078/c02-078-02-09.png,has,22677
22678,c02/c02-078/c02-078-03-00.png,that,22678
22680,c02/c02-078/c02-078-03-02.png,of,22680
22683,c02/c02-078/c02-078-03-05.png,as,22683
22684,c02/c02-078/c02-078-03-06.png,of,22684
22685,c02/c02-078/c02-078-03-07.png,off-the-cuff,22685
22686,c02/c02-078/c02-078-04-00.png,living,22686
22687,c02/c02-078/c02-078-04-01.png,",",22687
22689,c02/c02-078/c02-078-04-03.png,once,22689
22690,c02/c02-078/c02-078-04-04.png,seemed,22690
22691,c02/c02-078/c02-078-04-05.png,so,22691
22692,c02/c02-078/c02-078-04-06.png,new,22692
22693,c02/c02-078/c02-078-04-07.png,and,22693
22694,c02/c02-078/c02-078-04-08.png,so,22694
22695,c02/c02-078/c02-078-05-00.png,attractive,22695
22696,c02/c02-078/c02-078-05-02.png,The,22696
22699,c02/c02-078/c02-078-05-05.png,not,22699
22700,c02/c02-078/c02-078-05-06.png,that,22700
22701,c02/c02-078/c02-078-05-07.png,the,22701
22702,c02/c02-078/c02-078-05-08.png,story,22702
22703,c02/c02-078/c02-078-05-09.png,",",22703
22704,c02/c02-078/c02-078-05-10.png,in,22704
22705,c02/c02-078/c02-078-05-11.png,the,22705
22706,c02/c02-078/c02-078-06-00.png,sense,22706
22707,c02/c02-078/c02-078-06-01.png,of,22707
22708,c02/c02-078/c02-078-06-02.png,plot,22708
22710,c02/c02-078/c02-078-06-04.png,matters,22710
22711,c02/c02-078/c02-078-06-05.png,much,22711
22712,c02/c02-078/c02-078-06-06.png,;,22712
22714,c02/c02-078/c02-078-06-08.png,in,22714
22715,c02/c02-078/c02-078-06-09.png,the,22715
22717,c02/c02-078/c02-078-06-11.png,of,22717
22718,c02/c02-078/c02-078-07-00.png,situation,22718
22719,c02/c02-078/c02-078-07-01.png,and,22719
22721,c02/c02-078/c02-078-07-03.png,it,22721
22723,c02/c02-078/c02-078-07-05.png,a,22723
22725,c02/c02-078/c02-078-07-07.png,),22725
22726,c02/c02-078/c02-078-07-08.png,is,22726
22727,c02/c02-078/c02-078-08-00.png,that,22727
22729,c02/c02-078/c02-078-08-02.png,a,22729
22731,c02/c02-078/c02-078-08-04.png,on,22731
22732,c02/c02-078/c02-078-08-05.png,the,22732
22733,c02/c02-078/c02-078-08-06.png,run,22733
22735,c02/c02-078/c02-078-08-08.png,Jean-Paul,22735
22736,c02/c02-078/c02-078-08-09.png,Belmondo,22736
22737,c02/c02-078/c02-078-08-10.png,),22737
22738,c02/c02-078/c02-078-08-11.png,",",22738
22739,c02/c02-078/c02-078-09-00.png,who,22739
22740,c02/c02-078/c02-078-09-01.png,spends,22740
22742,c02/c02-078/c02-078-09-03.png,few,22742
22743,c02/c02-078/c02-078-09-04.png,days,22743
22745,c02/c02-078/c02-078-09-06.png,an,22745
22746,c02/c02-078/c02-078-09-07.png,American,22746
22747,c02/c02-078/c02-078-09-08.png,girl,22747
22748,c02/c02-082/c02-082-00-00.png,Belmondo,22748
22751,c02/c02-082/c02-082-00-03.png,the,22751
22753,c02/c02-082/c02-082-00-05.png,Pullman,22753
22754,c02/c02-082/c02-082-01-00.png,in,22754
22756,c02/c02-082/c02-082-01-02.png,Cantabile,22756
22757,c02/c02-082/c02-082-01-03.png,(,22757
22758,c02/c02-082/c02-082-01-04.png,curiously,22758
22759,c02/c02-082/c02-082-01-05.png,trans-,22759
22760,c02/c02-082/c02-082-02-00.png,lated,22760
22762,c02/c02-082/c02-082-02-02.png,Seven,22762
22763,c02/c02-082/c02-082-02-03.png,Days,22763
22764,c02/c02-082/c02-082-02-04.png,...,22764
22765,c02/c02-082/c02-082-02-05.png,Seven,22765
22766,c02/c02-082/c02-082-02-06.png,Nights,22766
22767,c02/c02-082/c02-082-02-07.png,...,22767
22769,c02/c02-082/c02-082-03-01.png,certificate,22769
22770,c02/c02-082/c02-082-03-02.png,),22770
22771,c02/c02-082/c02-082-03-03.png,",",22771
22772,c02/c02-082/c02-082-03-04.png,Peter,22772
22773,c02/c02-082/c02-082-03-05.png,Brook's,22773
22774,c02/c02-082/c02-082-03-06.png,film,22774
22775,c02/c02-082/c02-082-03-07.png,made,22775
22778,c02/c02-082/c02-082-04-02.png,and,22778
22779,c02/c02-082/c02-082-04-03.png,shown,22779
22780,c02/c02-082/c02-082-04-04.png,last,22780
22784,c02/c02-082/c02-082-05-01.png,London,22784
22785,c02/c02-082/c02-082-05-02.png,Film,22785
22786,c02/c02-082/c02-082-05-03.png,Festival,22786
22787,c02/c02-082/c02-082-05-05.png,In,22787
22788,c02/c02-082/c02-082-05-06.png,spite,22788
22789,c02/c02-082/c02-082-05-07.png,of,22789
22790,c02/c02-082/c02-082-06-00.png,magnificent,22790
22791,c02/c02-082/c02-082-06-01.png,performances,22791
22792,c02/c02-082/c02-082-06-02.png,from,22792
22793,c02/c02-082/c02-082-06-03.png,him,22793
22794,c02/c02-082/c02-082-06-04.png,and,22794
22795,c02/c02-082/c02-082-07-00.png,from,22795
22796,c02/c02-082/c02-082-07-01.png,Jeanne,22796
22797,c02/c02-082/c02-082-07-02.png,Moreau,22797
22799,c02/c02-082/c02-082-07-04.png,this,22799
22800,c02/c02-082/c02-082-07-05.png,has,22800
22802,c02/c02-082/c02-082-07-07.png,fairly,22802
22803,c02/c02-082/c02-082-08-00.png,well,22803
22804,c02/c02-082/c02-082-08-01.png,trounced,22804
22805,c02/c02-082/c02-082-08-02.png,by,22805
22807,c02/c02-082/c02-082-08-04.png,critics,22807
22810,c02/c02-082/c02-082-09-00.png,has,22810
22811,c02/c02-082/c02-082-09-01.png,appeared,22811
22813,c02/c02-082/c02-082-09-04.png,",",22813
22815,c02/c02-082/c02-082-09-06.png,slow,22815
22817,c02/c02-089/c02-089-00-00.png,With,22817
22819,c02/c02-089/c02-089-00-02.png,large,22819
22820,c02/c02-089/c02-089-00-03.png,blond,22820
22821,c02/c02-089/c02-089-00-04.png,youth,22821
22822,c02/c02-089/c02-089-00-05.png,of,22822
22823,c02/c02-089/c02-089-00-06.png,quite,22823
22824,c02/c02-089/c02-089-01-00.png,dazzling,22824
22827,c02/c02-089/c02-089-01-03.png,Troy,22827
22828,c02/c02-089/c02-089-02-00.png,Donahue,22828
22829,c02/c02-089/c02-089-02-01.png,;,22829
22830,c02/c02-089/c02-089-02-02.png,and,22830
22831,c02/c02-089/c02-089-02-03.png,Claudette,22831
22832,c02/c02-089/c02-089-02-04.png,Colbert,22832
22833,c02/c02-089/c02-089-02-05.png,",",22833
22834,c02/c02-089/c02-089-02-06.png,still,22834
22835,c02/c02-089/c02-089-03-00.png,charming,22835
22836,c02/c02-089/c02-089-03-01.png,amid,22836
22837,c02/c02-089/c02-089-03-02.png,the,22837
22838,c02/c02-089/c02-089-03-03.png,nonsense,22838
22839,c02/c02-089/c02-089-03-04.png,",",22839
22840,c02/c02-089/c02-089-03-05.png,and,22840
22841,c02/c02-089/c02-089-03-06.png,Karl,22841
22842,c02/c02-089/c02-089-04-00.png,Malden,22842
22844,c02/c02-089/c02-089-04-02.png,knowing,22844
22845,c02/c02-089/c02-089-04-03.png,how,22845
22850,c02/c02-089/c02-089-05-00.png,all,22850
22851,c02/c02-089/c02-089-05-01.png,rolling,22851
22852,c02/c02-089/c02-089-05-02.png,eyeballs,22852
22855,c02/c02-089/c02-089-05-05.png,villain,22855
22857,c02/c02-089/c02-089-06-01.png,East,22857
22858,c02/c02-089/c02-089-06-02.png,Lynne,22858
22860,c03/c03-000a/c03-000a-00-01.png,film,22860
22861,c03/c03-000a/c03-000a-00-02.png,version,22861
22862,c03/c03-000a/c03-000a-00-03.png,of,22862
22863,c03/c03-000a/c03-000a-00-04.png,Miss,22863
22864,c03/c03-000a/c03-000a-00-05.png,Shelagh,22864
22865,c03/c03-000a/c03-000a-00-06.png,Delaney's,22865
22867,c03/c03-000a/c03-000a-01-01.png,A,22867
22868,c03/c03-000a/c03-000a-01-02.png,Taste,22868
22869,c03/c03-000a/c03-000a-01-03.png,of,22869
22870,c03/c03-000a/c03-000a-01-04.png,Honey,22870
22871,c03/c03-000a/c03-000a-01-05.png,opens,22871
22873,c03/c03-000a/c03-000a-01-07.png,the,22873
22874,c03/c03-000a/c03-000a-01-08.png,Leicester,22874
22876,c03/c03-000a/c03-000a-02-01.png,Theatre,22876
22877,c03/c03-000a/c03-000a-02-02.png,tomorrow,22877
22878,c03/c03-000a/c03-000a-02-04.png,It,22878
22879,c03/c03-000a/c03-000a-02-05.png,has,22879
22880,c03/c03-000a/c03-000a-02-06.png,been,22880
22883,c03/c03-000a/c03-000a-03-01.png,directed,22883
22884,c03/c03-000a/c03-000a-03-02.png,by,22884
22885,c03/c03-000a/c03-000a-03-03.png,Mr.,22885
22886,c03/c03-000a/c03-000a-03-04.png,Tony,22886
22887,c03/c03-000a/c03-000a-03-05.png,Richardson,22887
22889,c03/c03-000a/c03-000a-03-07.png,who,22889
22890,c03/c03-000a/c03-000a-03-08.png,is,22890
22891,c03/c03-000a/c03-000a-03-09.png,also,22891
22892,c03/c03-000a/c03-000a-04-00.png,part-author,22892
22893,c03/c03-000a/c03-000a-04-01.png,with,22893
22895,c03/c03-000a/c03-000a-04-03.png,Delaney,22895
22897,c03/c03-000a/c03-000a-04-05.png,the,22897
22899,c03/c03-000a/c03-000a-04-07.png,",",22899
22901,c03/c03-000a/c03-000a-05-01.png,the,22901
22902,c03/c03-000a/c03-000a-05-02.png,great,22902
22903,c03/c03-000a/c03-000a-05-03.png,advantages,22903
22905,c03/c03-000a/c03-000a-05-05.png,be,22905
22906,c03/c03-000a/c03-000a-05-06.png,derived,22906
22907,c03/c03-000a/c03-000a-05-07.png,from,22907
22908,c03/c03-000a/c03-000a-06-00.png,this,22908
22909,c03/c03-000a/c03-000a-06-01.png,unity,22909
22911,c03/c03-000a/c03-000a-06-03.png,conception,22911
22912,c03/c03-000a/c03-000a-06-04.png,and,22912
22913,c03/c03-000a/c03-000a-06-05.png,control,22913
22916,c03/c03-000a/c03-000a-07-01.png,apparent,22916
22917,c03/c03-000b/c03-000b-00-00.png,The,22917
22918,c03/c03-000b/c03-000b-00-01.png,film,22918
22920,c03/c03-000b/c03-000b-00-03.png,of,22920
22921,c03/c03-000b/c03-000b-00-04.png,Miss,22921
22922,c03/c03-000b/c03-000b-00-05.png,Shelagh,22922
22923,c03/c03-000b/c03-000b-00-06.png,Delaney's,22923
22924,c03/c03-000b/c03-000b-00-07.png,play,22924
22925,c03/c03-000b/c03-000b-00-08.png,A,22925
22926,c03/c03-000b/c03-000b-01-00.png,Taste,22926
22927,c03/c03-000b/c03-000b-01-01.png,of,22927
22928,c03/c03-000b/c03-000b-01-02.png,Honey,22928
22929,c03/c03-000b/c03-000b-01-03.png,opens,22929
22930,c03/c03-000b/c03-000b-01-04.png,at,22930
22931,c03/c03-000b/c03-000b-01-05.png,the,22931
22932,c03/c03-000b/c03-000b-01-06.png,Leicester,22932
22933,c03/c03-000b/c03-000b-01-07.png,Square,22933
22935,c03/c03-000b/c03-000b-02-00.png,tomorrow,22935
22936,c03/c03-000b/c03-000b-02-02.png,It,22936
22938,c03/c03-000b/c03-000b-02-04.png,been,22938
22939,c03/c03-000b/c03-000b-02-05.png,produced,22939
22940,c03/c03-000b/c03-000b-02-06.png,and,22940
22941,c03/c03-000b/c03-000b-02-07.png,directed,22941
22942,c03/c03-000b/c03-000b-02-08.png,by,22942
22943,c03/c03-000b/c03-000b-03-00.png,Mr.,22943
22944,c03/c03-000b/c03-000b-03-01.png,Tony,22944
22945,c03/c03-000b/c03-000b-03-02.png,Richardson,22945
22947,c03/c03-000b/c03-000b-03-04.png,who,22947
22948,c03/c03-000b/c03-000b-03-05.png,is,22948
22949,c03/c03-000b/c03-000b-03-06.png,also,22949
22951,c03/c03-000b/c03-000b-03-08.png,with,22951
22955,c03/c03-000b/c03-000b-04-03.png,the,22955
22956,c03/c03-000b/c03-000b-04-04.png,script,22956
22958,c03/c03-000b/c03-000b-04-06.png,and,22958
22959,c03/c03-000b/c03-000b-04-07.png,the,22959
22962,c03/c03-000b/c03-000b-05-00.png,to,22962
22963,c03/c03-000b/c03-000b-05-01.png,be,22963
22964,c03/c03-000b/c03-000b-05-02.png,derived,22964
22965,c03/c03-000b/c03-000b-05-03.png,from,22965
22966,c03/c03-000b/c03-000b-05-04.png,this,22966
22967,c03/c03-000b/c03-000b-05-05.png,unity,22967
22968,c03/c03-000b/c03-000b-05-06.png,of,22968
22969,c03/c03-000b/c03-000b-05-07.png,conception,22969
22970,c03/c03-000b/c03-000b-05-08.png,and,22970
22972,c03/c03-000b/c03-000b-06-00.png,are,22972
22973,c03/c03-000b/c03-000b-06-01.png,everywhere,22973
22976,c03/c03-000c/c03-000c-00-01.png,film,22976
22977,c03/c03-000c/c03-000c-00-02.png,version,22977
22978,c03/c03-000c/c03-000c-00-03.png,of,22978
22979,c03/c03-000c/c03-000c-00-04.png,Miss,22979
22980,c03/c03-000c/c03-000c-00-05.png,Shelagh,22980
22981,c03/c03-000c/c03-000c-00-06.png,Delaney's,22981
22983,c03/c03-000c/c03-000c-01-00.png,A,22983
22984,c03/c03-000c/c03-000c-01-01.png,Taste,22984
22985,c03/c03-000c/c03-000c-01-02.png,of,22985
22987,c03/c03-000c/c03-000c-01-04.png,opens,22987
22989,c03/c03-000c/c03-000c-01-06.png,the,22989
22990,c03/c03-000c/c03-000c-01-07.png,Leicester,22990
22991,c03/c03-000c/c03-000c-01-08.png,Square,22991
22993,c03/c03-000c/c03-000c-02-01.png,tomorrow,22993
22994,c03/c03-000c/c03-000c-02-03.png,It,22994
22995,c03/c03-000c/c03-000c-02-04.png,has,22995
22997,c03/c03-000c/c03-000c-02-06.png,produced,22997
22998,c03/c03-000c/c03-000c-02-07.png,and,22998
22999,c03/c03-000c/c03-000c-03-00.png,directed,22999
23002,c03/c03-000c/c03-000c-03-03.png,Tony,23002
23003,c03/c03-000c/c03-000c-03-04.png,Richardson,23003
23004,c03/c03-000c/c03-000c-03-05.png,",",23004
23005,c03/c03-000c/c03-000c-03-06.png,who,23005
23007,c03/c03-000c/c03-000c-03-08.png,also,23007
23009,c03/c03-000c/c03-000c-04-00.png,author,23009
23010,c03/c03-000c/c03-000c-04-01.png,with,23010
23011,c03/c03-000c/c03-000c-04-02.png,Miss,23011
23012,c03/c03-000c/c03-000c-04-03.png,Delaney,23012
23013,c03/c03-000c/c03-000c-04-04.png,of,23013
23015,c03/c03-000c/c03-000c-04-06.png,script,23015
23016,c03/c03-000c/c03-000c-04-07.png,",",23016
23017,c03/c03-000c/c03-000c-04-08.png,and,23017
23018,c03/c03-000c/c03-000c-05-00.png,the,23018
23019,c03/c03-000c/c03-000c-05-01.png,great,23019
23021,c03/c03-000c/c03-000c-05-03.png,to,23021
23022,c03/c03-000c/c03-000c-05-04.png,be,23022
23023,c03/c03-000c/c03-000c-05-05.png,derived,23023
23025,c03/c03-000c/c03-000c-05-07.png,this,23025
23027,c03/c03-000c/c03-000c-06-01.png,of,23027
23028,c03/c03-000c/c03-000c-06-02.png,conception,23028
23029,c03/c03-000c/c03-000c-06-03.png,and,23029
23030,c03/c03-000c/c03-000c-06-04.png,control,23030
23031,c03/c03-000c/c03-000c-06-05.png,are,23031
23032,c03/c03-000c/c03-000c-06-06.png,everywhere,23032
23035,c03/c03-000d/c03-000d-00-01.png,film,23035
23036,c03/c03-000d/c03-000d-00-02.png,version,23036
23038,c03/c03-000d/c03-000d-00-04.png,Miss,23038
23039,c03/c03-000d/c03-000d-00-05.png,Shelagh,23039
23040,c03/c03-000d/c03-000d-00-06.png,Delaney's,23040
23041,c03/c03-000d/c03-000d-01-00.png,play,23041
23042,c03/c03-000d/c03-000d-01-01.png,A,23042
23043,c03/c03-000d/c03-000d-01-02.png,Taste,23043
23044,c03/c03-000d/c03-000d-01-03.png,of,23044
23045,c03/c03-000d/c03-000d-01-04.png,Honey,23045
23047,c03/c03-000d/c03-000d-01-06.png,at,23047
23048,c03/c03-000d/c03-000d-01-07.png,the,23048
23049,c03/c03-000d/c03-000d-01-08.png,Leicester,23049
23050,c03/c03-000d/c03-000d-02-00.png,Square,23050
23051,c03/c03-000d/c03-000d-02-01.png,Theatre,23051
23052,c03/c03-000d/c03-000d-02-02.png,tomorrow,23052
23053,c03/c03-000d/c03-000d-02-04.png,It,23053
23054,c03/c03-000d/c03-000d-02-05.png,has,23054
23055,c03/c03-000d/c03-000d-02-06.png,been,23055
23056,c03/c03-000d/c03-000d-02-07.png,pro-,23056
23057,c03/c03-000d/c03-000d-03-00.png,duced,23057
23058,c03/c03-000d/c03-000d-03-01.png,and,23058
23059,c03/c03-000d/c03-000d-03-02.png,directed,23059
23061,c03/c03-000d/c03-000d-03-04.png,Mr.,23061
23063,c03/c03-000d/c03-000d-03-06.png,Richardson,23063
23064,c03/c03-000d/c03-000d-03-07.png,",",23064
23065,c03/c03-000d/c03-000d-04-00.png,who,23065
23067,c03/c03-000d/c03-000d-04-02.png,also,23067
23068,c03/c03-000d/c03-000d-04-03.png,part-author,23068
23069,c03/c03-000d/c03-000d-04-04.png,with,23069
23070,c03/c03-000d/c03-000d-04-05.png,Miss,23070
23071,c03/c03-000d/c03-000d-04-06.png,Delaney,23071
23073,c03/c03-000d/c03-000d-05-01.png,the,23073
23074,c03/c03-000d/c03-000d-05-02.png,script,23074
23076,c03/c03-000d/c03-000d-05-04.png,and,23076
23077,c03/c03-000d/c03-000d-05-05.png,the,23077
23078,c03/c03-000d/c03-000d-05-06.png,great,23078
23079,c03/c03-000d/c03-000d-05-07.png,advantages,23079
23080,c03/c03-000d/c03-000d-05-08.png,to,23080
23081,c03/c03-000d/c03-000d-06-00.png,be,23081
23082,c03/c03-000d/c03-000d-06-01.png,derived,23082
23083,c03/c03-000d/c03-000d-06-02.png,from,23083
23084,c03/c03-000d/c03-000d-06-03.png,this,23084
23086,c03/c03-000d/c03-000d-06-05.png,of,23086
23087,c03/c03-000d/c03-000d-06-06.png,conception,23087
23088,c03/c03-000d/c03-000d-06-07.png,and,23088
23089,c03/c03-000d/c03-000d-07-00.png,control,23089
23090,c03/c03-000d/c03-000d-07-01.png,are,23090
23091,c03/c03-000d/c03-000d-07-02.png,everywhere,23091
23092,c03/c03-000d/c03-000d-07-03.png,apparent,23092
23093,c03/c03-000e/c03-000e-00-00.png,The,23093
23094,c03/c03-000e/c03-000e-00-01.png,film,23094
23095,c03/c03-000e/c03-000e-00-02.png,version,23095
23096,c03/c03-000e/c03-000e-00-03.png,of,23096
23097,c03/c03-000e/c03-000e-00-04.png,Miss,23097
23099,c03/c03-000e/c03-000e-00-06.png,Delaney's,23099
23100,c03/c03-000e/c03-000e-01-00.png,play,23100
23101,c03/c03-000e/c03-000e-01-01.png,A,23101
23102,c03/c03-000e/c03-000e-01-02.png,Taste,23102
23104,c03/c03-000e/c03-000e-01-04.png,Honey,23104
23106,c03/c03-000e/c03-000e-01-06.png,at,23106
23107,c03/c03-000e/c03-000e-01-07.png,the,23107
23108,c03/c03-000e/c03-000e-01-08.png,Leicester,23108
23109,c03/c03-000e/c03-000e-02-00.png,Square,23109
23110,c03/c03-000e/c03-000e-02-01.png,Theatre,23110
23111,c03/c03-000e/c03-000e-02-02.png,tomorrow,23111
23112,c03/c03-000e/c03-000e-02-04.png,It,23112
23114,c03/c03-000e/c03-000e-02-06.png,been,23114
23116,c03/c03-000e/c03-000e-03-00.png,and,23116
23117,c03/c03-000e/c03-000e-03-01.png,directed,23117
23118,c03/c03-000e/c03-000e-03-02.png,by,23118
23119,c03/c03-000e/c03-000e-03-03.png,Mr.,23119
23120,c03/c03-000e/c03-000e-03-04.png,Tony,23120
23121,c03/c03-000e/c03-000e-03-05.png,Richardson,23121
23122,c03/c03-000e/c03-000e-03-06.png,",",23122
23123,c03/c03-000e/c03-000e-03-07.png,who,23123
23124,c03/c03-000e/c03-000e-03-08.png,is,23124
23125,c03/c03-000e/c03-000e-04-00.png,also,23125
23126,c03/c03-000e/c03-000e-04-01.png,part-author,23126
23127,c03/c03-000e/c03-000e-04-02.png,with,23127
23128,c03/c03-000e/c03-000e-04-03.png,Miss,23128
23130,c03/c03-000e/c03-000e-04-05.png,of,23130
23131,c03/c03-000e/c03-000e-04-06.png,the,23131
23132,c03/c03-000e/c03-000e-05-00.png,script,23132
23133,c03/c03-000e/c03-000e-05-01.png,",",23133
23134,c03/c03-000e/c03-000e-05-02.png,and,23134
23135,c03/c03-000e/c03-000e-05-03.png,the,23135
23136,c03/c03-000e/c03-000e-05-04.png,great,23136
23137,c03/c03-000e/c03-000e-05-05.png,advantages,23137
23138,c03/c03-000e/c03-000e-05-06.png,to,23138
23139,c03/c03-000e/c03-000e-05-07.png,be,23139
23142,c03/c03-000e/c03-000e-06-02.png,this,23142
23143,c03/c03-000e/c03-000e-06-03.png,unity,23143
23145,c03/c03-000e/c03-000e-06-05.png,conception,23145
23146,c03/c03-000e/c03-000e-06-06.png,and,23146
23147,c03/c03-000e/c03-000e-07-00.png,control,23147
23148,c03/c03-000e/c03-000e-07-01.png,are,23148
23149,c03/c03-000e/c03-000e-07-02.png,everywhere,23149
23150,c03/c03-000e/c03-000e-07-03.png,apparent,23150
23151,c03/c03-000f/c03-000f-00-00.png,The,23151
23152,c03/c03-000f/c03-000f-00-01.png,film,23152
23154,c03/c03-000f/c03-000f-00-03.png,of,23154
23155,c03/c03-000f/c03-000f-00-04.png,Miss,23155
23156,c03/c03-000f/c03-000f-00-05.png,Shelagh,23156
23157,c03/c03-000f/c03-000f-00-06.png,Delaney's,23157
23158,c03/c03-000f/c03-000f-01-00.png,play,23158
23159,c03/c03-000f/c03-000f-01-01.png,A,23159
23160,c03/c03-000f/c03-000f-01-02.png,Taste,23160
23161,c03/c03-000f/c03-000f-01-03.png,of,23161
23162,c03/c03-000f/c03-000f-01-04.png,Honey,23162
23164,c03/c03-000f/c03-000f-01-06.png,at,23164
23165,c03/c03-000f/c03-000f-01-07.png,the,23165
23168,c03/c03-000f/c03-000f-02-02.png,Theatre,23168
23170,c03/c03-000f/c03-000f-02-05.png,It,23170
23171,c03/c03-000f/c03-000f-02-06.png,has,23171
23172,c03/c03-000f/c03-000f-03-00.png,been,23172
23173,c03/c03-000f/c03-000f-03-01.png,produced,23173
23174,c03/c03-000f/c03-000f-03-02.png,and,23174
23177,c03/c03-000f/c03-000f-03-05.png,Mr.,23177
23178,c03/c03-000f/c03-000f-03-06.png,Tony,23178
23179,c03/c03-000f/c03-000f-04-00.png,Richardson,23179
23183,c03/c03-000f/c03-000f-04-04.png,also,23183
23184,c03/c03-000f/c03-000f-04-05.png,part-author,23184
23185,c03/c03-000f/c03-000f-04-06.png,with,23185
23186,c03/c03-000f/c03-000f-05-00.png,Miss,23186
23188,c03/c03-000f/c03-000f-05-02.png,of,23188
23190,c03/c03-000f/c03-000f-05-04.png,script,23190
23191,c03/c03-000f/c03-000f-05-05.png,",",23191
23192,c03/c03-000f/c03-000f-05-06.png,and,23192
23193,c03/c03-000f/c03-000f-05-07.png,the,23193
23194,c03/c03-000f/c03-000f-05-08.png,great,23194
23195,c03/c03-000f/c03-000f-06-00.png,advantages,23195
23196,c03/c03-000f/c03-000f-06-01.png,to,23196
23197,c03/c03-000f/c03-000f-06-02.png,be,23197
23198,c03/c03-000f/c03-000f-06-03.png,derived,23198
23199,c03/c03-000f/c03-000f-06-04.png,from,23199
23200,c03/c03-000f/c03-000f-06-05.png,this,23200
23201,c03/c03-000f/c03-000f-06-06.png,unity,23201
23202,c03/c03-000f/c03-000f-07-00.png,of,23202
23205,c03/c03-000f/c03-000f-07-03.png,control,23205
23206,c03/c03-000f/c03-000f-07-04.png,are,23206
23207,c03/c03-000f/c03-000f-07-05.png,everywhere,23207
23211,c03/c03-003a/c03-003a-00-02.png,not,23211
23212,c03/c03-003a/c03-003a-00-03.png,a,23212
23213,c03/c03-003a/c03-003a-00-04.png,filmed,23213
23215,c03/c03-003a/c03-003a-00-07.png,It,23215
23216,c03/c03-003a/c03-003a-00-08.png,has,23216
23217,c03/c03-003a/c03-003a-00-09.png,been,23217
23218,c03/c03-003a/c03-003a-01-00.png,conceived,23218
23219,c03/c03-003a/c03-003a-01-01.png,throughout,23219
23220,c03/c03-003a/c03-003a-01-02.png,in,23220
23221,c03/c03-003a/c03-003a-01-03.png,terms,23221
